capability_id,name,created_date,description,modified_date,source_id,Source,status_id,Status,type_id,Type,version
SKL-100,leading others,2021-04-09T09:06:31.0000000Z,Guide and direct others towards a common goal, often in a group or team.,2021-07-08T02:30:35.9838972Z,39f89a95-615f-524e-a217-d9258e44a8b6,Cornerstone Skills Graph,2,Active,1,Skill,3
